month,topic_id,post_count,keywords_from_name_top4,in_top10_stack,stack_order_in_figure,plot_color_hex
2020-11-01,19,1,"sleep, wake, bed, night",False,,
2020-12-01,19,1,"sleep, wake, bed, night",False,,
2021-01-01,19,1,"sleep, wake, bed, night",False,,
2021-02-01,19,2,"sleep, wake, bed, night",False,,
2021-03-01,19,4,"sleep, wake, bed, night",False,,
2021-04-01,19,3,"sleep, wake, bed, night",False,,
2021-05-01,19,6,"sleep, wake, bed, night",False,,
2021-06-01,19,9,"sleep, wake, bed, night",False,,
2021-07-01,19,5,"sleep, wake, bed, night",False,,
2021-08-01,19,4,"sleep, wake, bed, night",False,,
2021-09-01,19,3,"sleep, wake, bed, night",False,,
2021-10-01,19,47,"sleep, wake, bed, night",False,,
2021-11-01,19,57,"sleep, wake, bed, night",False,,
2021-12-01,19,64,"sleep, wake, bed, night",False,,
2019-07-01,20,0,"uk, nhs, private, gp",False,,
2019-08-01,20,1,"uk, nhs, private, gp",False,,
2019-09-01,20,1,"uk, nhs, private, gp",False,,
2019-10-01,20,0,"uk, nhs, private, gp",False,,
2019-11-01,20,0,"uk, nhs, private, gp",False,,
2019-12-01,20,1,"uk, nhs, private, gp",False,,
2020-01-01,20,1,"uk, nhs, private, gp",False,,
2020-02-01,20,0,"uk, nhs, private, gp",False,,
2020-03-01,20,0,"uk, nhs, private, gp",False,,
2020-04-01,20,0,"uk, nhs, private, gp",False,,
2020-05-01,20,0,"uk, nhs, private, gp",False,,
2020-06-01,20,1,"uk, nhs, private, gp",False,,
2020-07-01,20,0,"uk, nhs, private, gp",False,,
2020-08-01,20,0,"uk, nhs, private, gp",False,,
2020-09-01,20,0,"uk, nhs, private, gp",False,,
2020-10-01,20,0,"uk, nhs, private, gp",False,,
2020-11-01,20,0,"uk, nhs, private, gp",False,,
2020-12-01,20,0,"uk, nhs, private, gp",False,,
2021-01-01,20,3,"uk, nhs, private, gp",False,,
2021-02-01,20,0,"uk, nhs, private, gp",False,,
2021-03-01,20,1,"uk, nhs, private, gp",False,,
2021-04-01,20,3,"uk, nhs, private, gp",False,,
2021-05-01,20,6,"uk, nhs, private, gp",False,,
2021-06-01,20,2,"uk, nhs, private, gp",False,,
2021-07-01,20,2,"uk, nhs, private, gp",False,,
2021-08-01,20,5,"uk, nhs, private, gp",False,,
2021-09-01,20,5,"uk, nhs, private, gp",False,,
2021-10-01,20,40,"uk, nhs, private, gp",False,,
2021-11-01,20,67,"uk, nhs, private, gp",False,,
2021-12-01,20,65,"uk, nhs, private, gp",False,,
2019-07-01,21,0,,False,,
2019-08-01,21,0,,False,,
2019-09-01,21,1,,False,,
2019-10-01,21,0,,False,,
2019-11-01,21,0,,False,,
2019-12-01,21,1,,False,,
2020-01-01,21,1,,False,,
2020-02-01,21,2,,False,,
2020-03-01,21,0,,False,,
2020-04-01,21,0,,False,,
2020-05-01,21,0,,False,,
2020-06-01,21,1,,False,,
2020-07-01,21,0,,False,,
2020-08-01,21,3,,False,,
2020-09-01,21,1,,False,,
2020-10-01,21,0,,False,,
2020-11-01,21,0,,False,,
2020-12-01,21,2,,False,,
2021-01-01,21,2,,False,,
2021-02-01,21,6,,False,,
2021-03-01,21,16,,False,,
2021-04-01,21,13,,False,,
2021-05-01,21,11,,False,,
2021-06-01,21,14,,False,,
2021-07-01,21,29,,False,,
2021-08-01,21,16,,False,,
2021-09-01,21,8,,False,,
2021-10-01,21,17,,False,,
2021-11-01,21,36,,False,,
2021-12-01,21,18,,False,,
2019-07-01,22,0,,False,,
2019-08-01,22,0,,False,,
2019-09-01,22,0,,False,,
2019-10-01,22,0,,False,,
2019-11-01,22,0,,False,,
2019-12-01,22,1,,False,,
2020-01-01,22,0,,False,,
2020-02-01,22,0,,False,,
2020-03-01,22,1,,False,,
2020-04-01,22,0,,False,,
2020-05-01,22,0,,False,,
2020-06-01,22,0,,False,,
2020-07-01,22,0,,False,,
2020-08-01,22,0,,False,,
2020-09-01,22,0,,False,,
2020-10-01,22,0,,False,,
2020-11-01,22,0,,False,,
2020-12-01,22,0,,False,,
2021-01-01,22,1,,False,,
2021-02-01,22,2,,False,,
2021-03-01,22,3,,False,,
2021-04-01,22,1,,False,,
2021-05-01,22,3,,False,,
2021-06-01,22,1,,False,,
2021-07-01,22,4,,False,,
2021-08-01,22,3,,False,,
2021-09-01,22,2,,False,,
2021-10-01,22,51,,False,,
2021-11-01,22,69,,False,,
2021-12-01,22,44,,False,,
